month,country,tracker,reach,site_reach,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,referer_leaked,referer_leaked_header,referer_leaked_url,hosts,trackers,companies,reach_rank,site_reach_rank
2018-08,fr,google_analytics,0.45307156346805233,0.7087673340402088,0.00029734987184653857,0.15318147510986227,0.1533639569997556,0.881873688003016,2.859130102709172,0.37932392832815703,7317.251677605606,1.3502959638899086,0.35446828539727365,0.9805838718887715,0.00016342893719809755,0.010829643285392114,0.3795502251309271,8.941818954441363e-07,0.0,0.004351157886453894,0.0007330915878187388,0.0,0.40762416626995945,0.37138496876106764,0.36197143446516816,1.0,1.0,1.0,1,1
2018-08,fr,gstatic,0.3524000257661656,0.503596748373147,0.31389223631615115,9.40925030118002e-05,0.31391858929161875,0.9850675020854666,13.061749973757566,4.173017807448359,179157.98852902732,2.8751939884087587,0.00047939422822083547,0.6035934139138935,0.007071706004083296,0.0012102913498303548,0.4346581952757251,0.1055967264298501,0.5181604278945007,0.026855892821564444,0.0013723002459935297,0.013442405174167964,0.33163088395396506,0.3316221291064104,6.190296250776329e-05,1.0,1.0,1.0,2,3
2018-08,fr,google_tag_manager,0.3021627654412894,0.33970560718518056,0.0020288824912762797,0.025346076486559684,0.027045234632339307,0.9100456911102728,1.581301545857468,0.04221224511854297,15593.257932928478,0.8987442009460005,0.12536682735872545,0.996842917754145,0.0029576180969057477,0.0,0.004012075934990777,1.5470332131529177e-06,0.0,0.00097029923128951,1.3407621180658618e-06,0.0,0.45280847378160305,0.45280723615503254,3.1043799810601884e-05,1.1182190182362213,1.0,1.0,3,6
2018-08,fr,google,0.2727555552217575,0.44691157820328903,0.6241825330865727,0.02289113016835951,0.6266347910079382,0.9572662951242079,6.468821030988049,4.278083968839426,55668.14450086617,1.8800393083359859,0.5242866423638382,0.8094849355749582,0.25150753935346676,0.00039897892472666175,0.343445674312087,0.02949233473737658,9.140410646658917e-07,0.08628170608506842,0.00019389096084225228,8.077837908984818e-05,0.4465629885121034,0.42951577989068523,0.14760494962376927,1.3169748165690967,1.0,1.0,4,4
2018-08,fr,facebook,0.2580176076900598,0.37641115199900205,0.32780368001534405,0.00869022016271184,0.32883768939425967,0.8457825920698329,4.400916754816943,1.7506851323679358,51060.49557541577,1.9212879836297752,0.4340661703196189,0.9204694482295986,0.3610398165475803,0.004013082072637438,0.22901320889308457,0.05182173344950892,9.662510257358544e-07,0.11588284786063568,0.00041874903827827595,6.884538558367963e-06,0.4014405836542696,0.37512389149870606,0.31544086048518843,1.392936366814012,1.0,1.0,5,5
2018-08,fr,google_fonts,0.25288478681505294,0.536362502338926,0.0005234933023542288,0.0,0.0005234933023542288,0.9025298109595196,1.898105503864152,0.0009118001280882624,8.573280374411086,0.5353773890081441,0.000289227584892979,3.696986598546813e-07,9.5505487129126e-05,0.0,3.733956464532281e-05,0.9922028087978916,0.0021892322307728047,0.001821012365557542,0.0,0.0,0.7064287023195017,0.7064287023195017,0.0,1.0,1.0,1.0,6,2
2018-08,fr,doubleclick,0.23329757711720175,0.3280525582652446,0.3499757086080224,0.01013412561875592,0.35180454252369464,0.9847928005042885,4.274833757247177,0.9706683946482263,3025.0113554409713,3.217355661911378,0.6743974338886091,0.5794796045144988,0.246101789281091,0.0007529863985570232,0.47366063729872776,0.000595763586582282,9.243686141590563e-05,0.27284262450690877,0.0003191208987320788,0.00010218814881960665,0.34189055555755926,0.3350492927578257,0.050200696188488915,1.0154487108330525,1.0,1.0,7,7
2018-08,fr,googleapis.com,0.15378745337946104,0.31227260442005034,0.0010602203969625659,0.0,0.0010602203969625659,0.8497090979757531,6.882183413670561,0.00481800461738952,346149.6940103019,1.3709464351608964,0.1290806174811133,0.90303218575418,0.016451653889106053,1.9048302239006342e-05,0.10369044644559694,0.09024639789512208,0.00018237736186282668,0.04478195063936437,0.00034813811964481804,0.00023546943831622734,0.7277172859087347,0.6984485563109356,0.1577616866906878,1.1025572751038892,1.0,1.0,8,8
2018-08,fr,google_adservices,0.1040220118096172,0.11857834882222083,0.241597461892436,0.0001701658517879398,0.24161453839516825,0.9039470688332853,1.6484187757645479,0.2854124724379254,2193.9776204942,1.2010542493528904,0.5697685984085897,0.8398952041990222,0.0004658589780462084,8.987633016968651e-07,0.16089750503307448,0.0,0.0,0.0018307808455565143,5.392579810181191e-06,0.0,0.2281085226728022,0.2274242642124437,0.0016645096347425942,1.0,1.0,1.0,9,13
2018-08,fr,youtube,0.09565399143552353,0.14504459552173643,0.4640718289751554,0.007993087904419167,0.46444877536406115,0.9695927740973649,123.38546009939395,3.2733079603127906,65785754.10015958,35.99854662243655,0.34122672755149047,0.7874146169188656,0.28929152975074623,0.023572669855561442,0.7426788670887684,0.6018341683494048,0.0,0.5505407893785174,0.002342150034436675,0.006778844869456656,0.8110456043229267,0.7881391880242471,0.10335856951940475,1.7848092234252795,1.0,1.0,10,11
2018-08,fr,at_internet,0.0917929932297125,0.02538514314226907,0.5719865639475432,0.22778753274477612,0.6556081327906765,0.8701711215858181,8.828547741170624,5.244665436318625,1620.6978008547253,4.0844251653704555,0.04672708408872086,0.1335161880395504,0.0005370890182610266,0.0,0.9555458684885595,3.395000115430004e-07,0.0,0.0014496650492886118,3.666600124664404e-05,0.0,0.5678629968073419,0.5447542495216445,0.35807473617454105,1.0865154669415258,1.0,1.0,11,41
