month,country,host_tld,reach,site_reach,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,referer_leaked,referer_leaked_header,referer_leaked_url,hosts,trackers,companies,reach_rank,site_reach_rank
2018-09,eu,segment.io,0.0020024883865386307,0.0037414600353542593,4.783361555166509e-05,0.0,4.783361555166509e-05,0.9988838823037944,7.037450532069251,0.00010523395421366319,398.76377209514425,5.041567411914397,0.5841664354708581,0.05908089302171327,0.0,0.0004400692630753188,0.01820228517126029,0.0,0.0,0.9770143532735732,9.566723110333018e-06,0.0,0.523500655320533,0.5234177437202435,0.00034759093967543295,1.0,1.0,1.0,283,214
2018-09,eu,adomik.com,0.002000891948878158,0.00017020209258993837,9.574356044769688e-06,0.0,9.574356044769688e-06,0.9991000105317916,1.4088377689197253,9.574356044769688e-06,322.68179308540005,1.2000274464873284,0.8615452372365855,0.6484168802279974,0.0,0.0,0.35254055537647966,0.0,0.0,0.0005170152264175632,0.0,0.0,0.04588350561855127,0.04588350561855127,0.0,1.0,1.0,1.0,284,790
2018-09,eu,myfonts.net,0.002000617361600557,0.008098036405331804,0.028031178381967097,0.0,0.028031178381967097,0.9149265546100468,1.5532088070630143,0.039362388044456645,471.176987111148,0.38665598447464683,0.034941620331062836,0.11500379834915447,0.0,0.0,0.002936538842109967,0.8822799032218938,0.0004851672869572989,0.0008171238517175561,0.0,0.0,0.46742995397294557,0.46742995397294557,0.0,1.0,1.0,1.0,285,108
2018-09,eu,wordpress.com,0.0019979225748296787,0.00911626295924705,0.48084200567644275,0.01134968932982178,0.4861253164233297,0.8984952312766882,7.961466670075942,2.030146513590222,999993.4473906262,2.230573525275512,0.03138983354215142,0.23795034391060882,0.4355647037766243,1.2784780996701526e-05,0.5623833388734051,0.0030331892914674374,0.015479173591756374,0.1770883939758112,2.2373366744227673e-05,0.001876166611265949,0.5715404382622926,0.48143969418803856,0.41644825999130636,1.0,1.0,1.0,286,93
2018-09,eu,amplitude.com,0.001976383437914581,0.0019677750704696385,0.0021744819854022145,0.0,0.0021744819854022145,0.9715927999767366,4.988171205722797,0.002381267790849082,9028.761808600351,3.0283781207693723,0.3870901036836953,0.5395817110879195,0.0,0.0,0.00023586505933783307,9.693084630321907e-06,0.0,0.7635436624997173,0.0,0.0,0.6030035638241158,0.6029841776548551,7.108262062236065e-05,1.0,1.0,1.0,287,326
2018-09,eu,payments-amazon.com,0.001969927444015629,0.008486216616501839,0.025894038017686263,0.0,0.025894038017686263,0.9996661134306682,2.00788685459402,0.04887062057519255,2666.9469736262026,0.3228132050517362,0.0,0.9972511086330749,0.0064281268639298774,0.0,1.620808588988875e-05,3.2416171779777496e-06,0.0,0.0035301211068177693,0.0,0.0,0.9141652187443272,0.9141652187443272,0.0,1.0,1.0,1.0,288,105
2018-09,eu,prebid.org,0.0019641164109315086,0.0007375424012230663,3.251207823706507e-06,0.0,3.251207823706507e-06,0.9966675119807008,1.035217083146389,2.6009662589652054e-05,73.13336779613627,0.9589404963944105,0.8832686342976416,3.251207823706507e-06,0.0,0.0,3.251207823706507e-06,6.502415647413014e-06,0.0,0.9999674879217629,0.0,0.0,0.07130223878170741,0.07130223878170741,0.0,1.0,1.0,1.0,289,547
2018-09,eu,df-srv.de,0.0019561022938759357,0.0008659404710716162,0.8757781818537949,0.0012013462913330047,0.8757814463817605,0.9791396662999513,2.1772736621148265,1.5375404393401737,525.4226551711755,0.6254084740616931,0.13201751092800737,0.7343555658569549,0.0,0.0,0.23982201793531666,0.0,0.0,0.5893354400420471,0.0,0.0,0.7932966182754805,0.79292772661537,0.03431671797416452,1.0,1.0,1.0,290,519
2018-09,eu,ampproject.org,0.001949703771732761,0.006097415316993932,0.0005142129103468153,7.533055374507486e-05,0.0005142129103468153,0.9984147831298863,8.73038867290491,0.005685819187019563,193331.23439593083,1.9209454967067447,0.19645225844275369,0.9080541462919354,0.02216683424985507,0.0,0.08965318468104061,0.0018930895680284029,0.0005731672567560043,0.06312372879690555,0.0,6.550482934354335e-06,0.753259684070208,0.7313221167230554,0.022137357076650477,1.0,1.0,1.0,291,158
2018-09,eu,appdynamics.com,0.0019368428699399927,0.0018901390282356314,0.003910229569380199,0.0,0.003910229569380199,0.9856218287082066,1.5699637660851875,0.01145703857807436,323.39602449003814,0.7940535497037655,0.45035887730912905,0.9993307111276694,0.02579564599564138,0.0,3.2969895188703197e-05,5.275183230192511e-05,6.593979037740639e-06,0.002644185594133996,0.0,0.0,0.5038162653680924,0.5038162653680924,0.0,1.0,1.0,1.0,292,331
2018-09,eu,tvsquared.com,0.00192774956102594,0.0008151784434570732,0.7064359371014598,0.2486360609905162,0.7087745914808055,0.9957930721504689,2.6272827552396127,1.8796255502959756,6422.142836794387,0.9217942050397008,0.18265023204354006,0.9944514927968783,0.0,0.0,0.702106445212218,6.6250832276080466e-06,9.93762484141207e-06,0.0018914612614820974,0.0,0.0,0.7052864851614699,0.32961776582318314,0.6753013584733158,1.0,1.0,1.0,293,529
2018-09,eu,highwebmedia.com,0.0019240202826510757,0.0006449763508671348,0.9832724303764698,0.0007666802744117969,0.9832724303764698,0.9992598714234033,334.4093309304047,215.93154308510816,27205834.666636795,40.31809265878745,0.002864264401806843,0.8826746852794068,0.0013275848907563584,0.0,0.9562195692650822,0.9463556135267625,0.3421484970079556,0.5275955114354843,0.2403160979624891,0.002771333459453898,0.09230033952983581,0.09230033952983581,0.0,1.0,1.0,1.0,294,569
2018-09,eu,svonm.com,0.001923656294864488,0.00024783813482394536,0.0002888043499910371,0.0,0.0002888043499910371,0.9940612530789199,2.56061571759582,0.011502380146194754,2998.746403223986,0.6805525125978449,0.35648415559583324,0.7249653102820988,0.0,0.0,0.0,0.0,0.0,0.8027433093658919,0.0005078973051566515,0.00013610319942106345,0.8231720676399705,0.698720629925442,0.6757191892232822,1.0,1.0,1.0,295,741
