month,country,tracker,reach,site_reach,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,hosts,trackers,companies,reach_rank,site_reach_rank
2018-03,eu,sharepoint,0.0012046905289135744,0.003045763521741141,0.0001934944043510093,0.0,0.0001934944043510093,0.9995920928773141,8.92867377889342,0.002515427256563121,180368.6612854304,3.5710124463968205,5.229578495973224e-06,0.22137851689153853,0.0,0.0,0.05067984520447652,0.010872293693128334,0.6085346721054283,0.1720897395669909,0.0,0.0,1.0,1.0,1.0,424,289
2018-03,eu,vodafone.de,0.001178343829865794,0.0021147710282534643,0.9793304034474278,0.00219206792202654,0.9800414888953047,0.9974069440434564,2.55009142527187,2.281584490852126,18774.283926260974,0.2280178359477753,0.00104256888974433,0.0063302644382424965,0.0055603674119697605,0.0,0.9923384552871609,0.003657010874795496,0.00261978849217806,0.0038387921171098923,0.000112276649664774,2.673253563447e-05,1.0,1.0,1.0,425,350
2018-03,eu,realperson.de,0.0011763782224762896,0.00014797231684572344,0.890218823302593,0.011176804515707506,0.8966078639289654,0.9996947398862505,16.528025020618447,13.840252562578323,100885.41648725941,1.701723380782537,0.0,0.9990038880498698,0.18630506731788823,0.0,0.24705718539464241,0.8643145571586175,0.0052590426614397565,0.022894508531216863,0.0,0.0,1.0,1.0,1.0,426,641
2018-03,eu,hola_player,0.0011727053086683374,0.0008909166576752933,0.0009401374212299146,0.060517988858028504,0.06107669909693086,0.6100202532461602,20.799546585152275,0.2995546434730288,100008085.62560505,5.095405145506412,0.11086100471143154,0.9380583744755376,0.0,0.32244027441268275,0.07465765567332643,0.5161354442552232,0.0,0.6284147134192529,0.0014666143771186668,0.068210999070607,1.0,1.0,1.0,427,490
2018-03,eu,piguiqproxy.com,0.0011618566678839573,0.0011221234027467362,0.059944366422479,0.0,0.059944366422479,0.5427798352682178,6.642692535014993,0.08128683826679174,39731.876499964754,1.6181996627282142,0.17789188866777644,0.0,0.0,0.0,0.0,0.0,0.0,0.9994902966581897,0.0,5.422375976705473e-06,1.0,1.0,1.0,428,456
2018-03,eu,pusher.com,0.0011593114583154963,0.0021918399432772784,0.0065265709146437555,0.03663791932267128,0.042740616356097536,0.9630468924066798,9.68430090698142,0.06983050479031828,566.3714711140818,2.2199905443518806,0.00010868561056858878,0.9857241450518158,0.0,0.0,1.6302841585288316e-05,5.434280528429439e-05,0.0,0.05177239059434726,0.0,0.0,1.161457908780167,1.0,1.0,429,342
2018-03,eu,iovation,0.0011554558438206992,0.0019637159548067883,0.6768136092254846,0.0,0.6768136092254846,0.9991276137509882,2.16457021346201,1.2260080150486627,337.2402442681497,0.9046318257408468,0.1753659932935307,0.9997600937815218,0.00021264414819661406,0.0,0.0,0.0,0.0,0.0004961696791254328,0.02901229519369701,0.0034241160273711184,1.008140454186091,1.0,1.0,430,363
2018-03,eu,toplist.cz,0.001153698137212777,0.002657336190021117,0.640902984830117,0.007366512674333519,0.6472483426711663,0.6384565818070618,1.4697530661948603,0.7156820986643077,6.584056878870286,0.7532955451437808,0.0024300208599543484,5.4607210336052775e-06,0.0001201358627393161,0.0,0.9996996603431517,5.4607210336052775e-06,0.0,0.0,0.0,0.0,1.0,1.0,1.0,431,312
2018-03,eu,twitch.tv,0.0011527153335180247,0.002016122817022982,0.7167677761381648,0.0036672678581188174,0.7186369350166694,0.9604525332021643,20.545389954637372,7.18206263321856,1484224.246062196,3.0939115702027653,0.0005028146690714325,0.9237361316062742,0.24681095261518282,0.0,0.22229873749795048,0.2341695359895065,0.0,0.306979286221785,0.0008034103951467454,0.08385527682133682,1.0,1.0,1.0,432,358
2018-03,eu,gfk,0.0011397183846572952,0.0018188263945620173,0.48484580475050715,0.006445300624077565,0.48554229521245723,0.44846246966673486,8.523622634834473,3.298097917714627,195.97862437606062,5.386695926636338,0.13386988894846524,0.5192004731712979,1.6583106236906256e-05,0.0,0.47926282565074874,0.0,0.0,0.0003869391455278126,0.001934695727639063,0.0,1.0,1.0,1.0,433,377
2018-03,eu,contentsquare.net,0.001132782058580871,0.0010049786519105385,0.0004949779206478094,0.03298555109395682,0.03330812097482842,0.978487925875666,3.7258378474578158,0.07489738940858481,19141.640518113967,0.8399886544386728,1.6684649010600313e-05,0.8518236321368586,0.0,0.0,0.637325784456581,0.0,0.0,0.00641246676974072,0.0,0.0,1.0,1.0,1.0,434,474
2018-03,eu,rakuten_display,0.0011265513351570893,0.0013409991214143686,0.006861763702556245,0.0,0.006861763702556245,0.5904584016061113,1.547587757316139,0.012851127129970864,1075.869939658981,0.4512658192453738,0.03478416481654429,0.9987864688480401,0.007012756057869218,0.0,0.0006487078969001829,5.592309456036059e-06,5.592309456036059e-06,0.0027626008712818132,0.0,5.592309456036059e-06,1.0225537840361933,1.0,1.0,435,430
2018-03,eu,channel_pilot_solutions,0.001124012425612313,0.0010912958367372105,0.34344277915410226,0.0,0.34344277915410226,0.9586523479099174,1.341234432275494,0.3973567096752497,19.116336161960383,0.30248747295615813,5.604941316264419e-06,0.8652684206396359,0.0012106673243131145,0.0,0.1405607183292791,0.0,0.0,0.0004427903639848891,0.0,0.0,1.0,1.0,1.0,436,460
2018-03,eu,richrelevance,0.0011203710119227822,0.0007861029332429058,0.712920893407409,0.022076519939719742,0.7209788794169909,0.8709035290942216,1.958804741447176,1.2382307294361097,5362.476427719922,0.6330045660046335,0.10354483906520615,0.979520457050316,0.0,0.0006916484851211229,0.004301716187948447,5.623158415618885e-06,0.0,0.022503879979306775,0.0,0.0,1.0,1.0,1.0,437,506
2018-03,eu,github_pages,0.0011183172042016974,0.004765941705072676,0.010354346234014985,0.0,0.010354346234014985,0.8675454903949074,3.173302912511971,0.059878316714551294,87374.4314461157,0.8602557602388597,0.009064278068841192,0.6069742549715509,0.13562052842093403,0.0,0.051799898597262126,0.24146245281955947,0.015830094079206804,0.19398907103825136,0.001678778660357163,0.00023660638837248604,1.0,1.0,1.0,438,215
2018-03,eu,usemax,0.0011074496633462644,0.000792268446444811,0.6895525784338823,0.0057968541115567315,0.6917882640725886,0.915123588474557,1.5886565975481413,0.982125892425406,286.66980117757487,0.4758938475979179,0.13837358136359756,0.8702107688369315,0.19670620360098984,0.0,0.07913075632164292,0.0,0.0,0.00011377535057029895,0.0,0.0,1.0277099866313963,1.0,1.0,439,505
