month,country,company,reach,site_reach,site_reach_top10k,site_avg_frequency,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,referer_leaked,referer_leaked_header,referer_leaked_url,hosts,trackers,companies,reach_rank,site_reach_rank
2019-02,de,nexeps.com,0.0005670372674485793,,43,0.4132080083368646,0.09316628441675509,0.0002966715731580689,0.09342872465454877,0.9907917707869784,1.4035189812754596,0.1662273645294903,5.0370497153093945,0.9356793208503064,0.0,0.8876299364438207,0.11784707721448213,0.0,0.0,1.1410445121464189e-05,0.0,0.0005020595853444243,0.0,0.0,0.26317050628145006,0.26121932016567967,0.0,1.0,1.0,1.0,494,405
2019-02,de,iovation,0.00056274108942754,,62,0.14715768211472186,0.7371773498131647,1.1497556769186548e-05,0.7371773498131647,0.9999770048864616,2.2889565967231964,1.131221615406726,193.40736993388904,0.9046277665995975,0.0,0.9994596148318482,0.0,0.0,2.2995113538373096e-05,0.0,0.0,0.0007013509629203794,0.02528312733544122,0.027996550732969243,0.7117677493532625,0.7117677493532625,0.0,1.0001609657947685,1.0,1.0,495,331
2019-02,de,pendo.io,0.0005594219036974299,,35,0.4420790576390542,0.006465267978996553,0.10911151719830676,0.11180634267076867,0.9996645925377623,14.524241863477597,1.7911452429969235,22829.71245171289,3.258148088177465,0.0,0.9015983900441813,0.0,0.0,0.942853507899424,0.35814577502255324,0.0,0.10727255904327913,0.0,0.0,0.8128773333950174,0.8128773333950174,0.0,1.0,1.0,1.0,496,433
2019-02,de,wistia,0.0005583090383064378,,98,0.14221417558788735,0.5150422992235485,0.0013674817475953182,0.5152508981341987,0.9843087263877622,13.823224012052382,1.761351257387878,350842.55027233745,6.229342913431452,0.0,0.9437478270946807,0.5102677019353343,0.0,0.37783057132923864,0.018275582338625564,0.0006837408737976591,0.4287287055278711,0.0004403754780391702,0.035102561131069646,0.8290763703789547,0.8288561826399351,0.0,1.199640746320547,1.0,1.0,497,243
2019-02,de,inspectlet,0.00055695677745343,,34,0.4271648210462505,0.34098116889906016,0.0014521206770367445,0.3415387832390423,0.9642313634832309,2.589630696669416,0.7382116843438157,168.58012801895887,1.0990927150009875,0.0,0.9991054936629453,0.0,0.0,0.06244118911258001,0.0,0.0,0.28149068900221885,0.0,0.0,0.48929496636888514,0.48929496636888514,0.0,1.0,1.0,1.0,498,441
2019-02,de,mediametrie,0.0005565297477103749,,26,0.4968794904161363,0.3133406963901645,0.005324652676858687,0.3137824798000349,0.8376445968726385,5.4908329942451894,3.9405336278556065,222.4585363018078,1.5103412195547288,0.0,0.5184909608789164,0.0,0.0,0.23051793291867698,0.0,0.0,0.45129337906179157,0.0,1.1625879207115039e-05,0.34280067430099403,0.31170144742196126,0.0,1.0,1.0,1.0,499,476
2019-02,de,walmart,0.0005480797349159815,,56,0.01508944319646672,0.9889622118074821,0.2868526366737891,0.992066958646661,0.9568286722780343,1.552833819310817,1.4356797978963274,151.35167455642258,0.4527618080723418,0.0,0.00027151778441487917,4.722048424606594e-05,0.0,0.9990673954361402,0.00018888193698426376,0.00046039972139914296,7.083072636909891e-05,0.0,0.0,0.8538644063794875,0.8538644063794875,0.0,1.0,1.0,1.0,500,350
2019-02,de,piguiqproxy.com,0.0005470574515916981,,13,0.6163675799368309,0.0,0.0,0.0,0.9052169696396258,1.2334567302574777,0.0,23.68929994914312,0.2747217655616137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9409587113103334,0.9409587113103334,0.0,1.0,1.0,1.0,501,546
2019-02,de,tradedoubler,0.0005463263249104067,,49,0.26395712266488125,0.39444326014353726,0.00222648570548805,0.394549847225183,0.9516686799782088,2.2418816172813187,0.7638859281366209,2456.00612283569,1.2389682370496695,0.0,0.6410620810535541,0.07439778298870177,0.0007816385987351667,0.3545915346171155,0.00015395911793268432,0.0,0.010658708164570454,0.0008645396622373812,0.0,0.5311944858949762,0.5311234278405458,0.0,1.0,1.0,1.0,502,376
2019-02,de,nexstar,0.0005461581010722335,,139,0.05704165359686336,0.066815144766147,0.07238307349665925,0.13225607733497607,0.9063403307586599,51.47577358669383,13.638262332369806,532543.0145713879,5.694344406008624,0.0,0.2969364545325309,0.0001303132256077335,0.0,0.6361180874757143,0.0,0.0,0.39240866227550586,0.0006278728142918069,0.00014215988248116382,0.27103966260721224,0.23831919632279772,0.0,1.0,1.0,1.0,503,200
2019-02,de,mov.ad_,0.0005447799596287375,,84,0.06218024447018442,0.10561883157757218,0.00104514305395551,0.10645019537049133,0.8797254124158245,9.161355835579995,1.2795401370562596,68182.32334113232,1.5735460041093126,0.0,0.8852955498283828,0.042767728832884,0.0,0.45340205940688133,0.00033254551716766233,0.0,0.29521728286559223,8.313637929191558e-05,0.002565351132436252,0.47184645898407346,0.4664663475813252,0.0,1.0723880331120321,1.0,1.0,504,278
2019-02,de,marin_software,0.0005447734894811155,,36,0.3854595721360867,0.30063659469346066,0.0019596665003919333,0.3006603482267987,0.9840495023634765,1.4771491009287632,0.42253972778450793,472.39257464547853,0.6826409178365281,0.0,0.9859854153305304,0.0004631939000926388,0.0,0.169588351267251,0.0,0.0,0.0009382645668543196,0.0,0.0,0.5153091522363952,0.4975652628328464,0.0,1.0,1.0,1.0,505,429
2019-02,de,answers.com,0.0005428065646040131,,24,0.4579634613048098,0.013898490952869097,0.0008582258564378859,0.014494481130950962,0.9441080410994827,8.029882947529025,0.11288053972870526,49723.44781510001,1.818127637256538,0.0,0.9839082651917896,0.10826757575035163,0.0,0.018511454931222734,0.2706629794740983,0.0018356497484921447,0.2961951987031254,0.0,0.0,0.6425370109900589,0.6318687868023934,0.0,1.098755572508165,1.098755572508165,1.0,506,487
2019-02,de,acquia.com,0.0005422695423513833,,15,0.6138710319953256,0.6883583300521411,0.01988999057402966,0.6918423595948026,0.9998329574876806,4.175000894870601,1.7797425158988678,4902.837372182649,0.9119208695755927,0.0,0.9963012015129279,7.158964813687941e-05,0.0,0.05579219911467469,8.352125615969264e-05,5.965804011406617e-05,0.7288900025056377,0.0,0.0,0.7043108899786424,0.6882032191478445,0.0,1.0,1.0,1.0,507,539
