month,country,tracker,reach,site_reach,site_reach_top10k,site_avg_frequency,cookies,bad_qs,tracked,https,requests,requests_tracking,content_length,requests_failed,has_blocking,script,iframe,beacon,image,stylesheet,font,xhr,plugin,media,referer_leaked,referer_leaked_header,referer_leaked_url,hosts,trackers,companies,reach_rank,site_reach_rank
2019-02,eu,baidu_ads,0.0009125164686829527,,32,0.3229938019397362,0.4981290370629807,0.031831530807986265,0.4994655829373011,0.8708683321155468,4.8734689605336525,3.0180775880983006,60958.66595813632,1.7131720219080802,0.0,0.9238712326616385,0.02934563599656202,5.8373238486885146e-05,0.49859401010058313,0.04640873746736634,0.00013284943931497997,0.005787002091372234,0.0007367105271103436,2.8180184097116967e-05,0.509282351354561,0.4979156728119597,0.0,1.0419884743047043,1.0,1.0,523,605
2019-02,eu,simpli.fi,0.000909669463881334,,215,0.030925129717923,0.8916149927410838,0.01864299660981357,0.8922732421610773,0.9604303255103956,3.241088897997589,2.025378947729746,607.6382152152536,1.1384787169386152,0.0,0.10508164513894919,0.14121469228858785,6.057509999939425e-06,0.8445743892515543,4.038339999959616e-06,0.0,0.00015143774999848563,0.00031499051999685007,1.8172529999818275e-05,0.4857537460651425,0.4520881246554791,0.0,1.0,1.0,1.0,524,173
2019-02,eu,pushcrew,0.0009086739305894132,,35,0.43980691672290423,0.5573173024250522,0.0013967750868688993,0.5573213451894136,0.9999959572356386,3.315830858824647,1.591979964059825,4553.440339915627,1.1046853617566619,0.0,0.9888500558912173,0.0,0.0,0.4125115471457073,0.6970190676981106,2.021382180707524e-06,0.015071425539355301,0.0,0.0,0.6922526485160023,0.6922243491654724,0.0,1.0,1.0,1.0,525,581
2019-02,eu,ividence,0.0009068389900753376,,309,0.03723315728943722,0.11391458988236057,0.1370495349515507,0.22593941407136145,0.973134134880254,1.7670706808827819,0.45668729947823833,59.60322009592637,0.6641827624201964,0.0,0.11716344751596072,0.0767735035810351,3.4433029782545286e-05,0.920400962504456,0.0,0.0,1.6203778721197782e-05,0.0,0.0,0.2167235149236802,0.21621107042162233,0.0,1.0,1.0,1.0,526,138
2019-02,eu,creative_commons,0.0009053309959191254,,50,0.19049659904263408,0.6237322247718056,0.00023331730544887206,0.6237322247718056,0.8102724537473802,2.262506314783593,0.7826842040126519,1744.7196905603876,0.5827698213195209,0.0,0.00012781730646329513,0.00011970192192594306,0.0,0.99955568269658,0.00036924999644951924,4.666346108977441e-05,3.246153814940829e-05,6.086538403014054e-06,1.0144230671690089e-05,0.8992332990458337,0.8992251836612963,0.0,1.0,1.0,1.0,527,481
2019-02,eu,opinary,0.000901229472227503,,36,0.2600248063941506,0.0027840165655099885,1.2228476861683698e-05,0.0027901308039408306,0.9746197962735755,5.492546743352804,0.0032588890836387054,2161.8968099980025,0.7099181099666163,0.0,0.971234546262366,0.0,0.0,8.152317907789133e-06,1.0190397384736415e-05,0.0,0.7632709545141423,0.0,0.0,0.9325436454719989,0.8853886006138696,0.0,1.0,1.0,1.0,528,574
2019-02,eu,getintent,0.0008967183471999059,,272,0.02890969460584009,0.8314857374611329,0.037324713950373,0.832300973777248,0.9617166664618334,5.3886178262276685,3.0986661259068993,5560.029754077205,1.919883572783397,0.0,0.19071613799206066,0.13610144980970992,0.0,0.7933785605138857,0.0,0.0,0.026888460104628822,0.0,7.169163583926326e-05,0.5321301428507053,0.52388560472919,0.0,1.0,1.0,1.0,529,152
2019-02,eu,adskeeper,0.0008946354417514959,,53,0.3296255336594122,0.09200358060886775,0.02303990407910189,0.09522900293182882,0.40891620882505114,2.4400905007103733,0.9047073509243062,11099.223165964506,1.5042314420163099,0.0,0.9387128696609097,0.05219599727348132,0.0,0.09184343869849795,2.0531014149974954e-06,0.001915543620192663,0.0011641085023035799,0.0,0.0,0.10679207010109472,0.10015234012499281,0.0,1.0,1.0,1.0,530,470
2019-02,eu,ie8eamus.com,0.0008851778754782476,,142,0.12835951333433554,0.0,0.08590655276094115,0.08590655276094115,0.6760368443659619,1.656315687906059,0.10665900286147673,4774.963114133288,0.9452646606587414,0.0,0.999294487247857,0.0,0.0,0.2507205567740637,0.0,6.640120020169365e-05,8.922661277102583e-05,0.0,0.0,0.2475914002145589,0.2475914002145589,0.0,1.0,1.0,1.0,531,242
2019-02,eu,the_weather_company,0.0008846231687362549,,27,0.5323637849285844,0.026940494210129624,0.0003945043468150003,0.027006937047487942,0.9989576779889414,3.8493906984180377,0.2391838327965998,81453.8384463173,0.7356592479086079,0.0,0.5877969423836783,0.02109560086126528,0.0,0.047531544775205194,0.014224996210681932,0.010963068164122113,0.4557812535687071,1.038169333723685e-05,1.661070933957896e-05,0.8825602086305093,0.882553979614507,0.0,1.041821613439725,1.0,1.0,532,639
2019-02,eu,pendo.io,0.0008838223338372189,,50,0.4123494499462598,0.029859865622291818,0.11507935683246014,0.1388562723798321,0.9945218119584938,13.437296983879246,2.0763828995741727,23963.436600780165,3.0091836543836936,0.0,0.9090404650225176,2.0782200460949207e-05,0.0,0.9499813999305875,0.3639794588730644,0.0,0.12059495283479606,0.0,0.0,0.8049902219746832,0.8049902219746832,0.0,1.0,1.0,1.0,533,481
2019-02,eu,bodelen.com,0.0008776819873521793,,106,0.16577909878253308,0.04380145572348788,0.0019378952699450442,0.044655301587567336,0.8261188938510541,1.6793536721650433,0.06102277340856106,26.82220752640016,1.6200323122062288,0.0,0.9975514714191839,0.00029926460432196686,0.0,0.004214817574156932,0.0,1.8834835237046867e-05,0.00014021488454246,0.0,3.9762429944876715e-05,0.03730971584511906,0.03713601680904407,0.0,1.0,1.0,1.0,534,308
2019-02,eu,fastpic.ru,0.0008772742227934958,,72,0.18271948087356243,0.12766113363036413,2.093732203276272e-06,0.1276632273625674,0.3793549629828146,10.683410941007,0.9787318682791196,653719.949813239,4.168759003048474,0.0,0.0002554353287997052,4.187464406552544e-05,0.0,0.9998722823356001,0.0002659039898160866,0.0,6.69994305048407e-05,0.0,0.0,0.7856311346353556,0.7856311346353556,0.0,1.0,1.0,1.0,535,393
